"Y";"Zuzanna";"Julia";"Lena";"Maja";"Hanna";"Zofia";"Amelia";"Alicja";"Aleksandra";"Natalia";"Oliwia";"Maria";"Wiktoria";"Emilia";"Antonina";"Laura";"Anna";"Nadia";"Pola";"Liliana";"Nikola";"Gabriela"
FALSE;0;0;65;79;36;100;138;2;0;0;0;0;100;0;40;5;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;84;2;108;95;339;0;0;0;0;0;50;51;23;43;6;0;0;0;0;0
FALSE;0;0;85;26;132;100;198;0;0;0;0;0;100;0;60;5;8;0;0;1;0;0
FALSE;0;0;55;29;119;78;316;0;0;0;0;0;50;1;26;23;5;0;0;0;0;0
FALSE;0;0;79;21;71;100;104;0;0;0;0;0;100;0;0;3;8;0;0;1;0;0
FALSE;0;0;80;18;65;100;122;1;0;0;0;0;83;0;42;19;8;0;0;1;0;0
FALSE;0;0;84;16;37;100;93;3;0;0;0;0;75;0;29;7;8;0;0;1;0;0
FALSE;0;0;68;54;48;100;175;1;0;0;0;0;83;0;28;29;8;0;0;1;0;0
FALSE;0;0;74;34;88;100;204;0;0;0;0;0;75;0;40;64;8;0;0;1;0;0
FALSE;0;0;74;0;48;50;91;3;0;1;0;0;100;0;100;2;7;0;0;1;0;0
FALSE;0;0;88;6;73;100;188;0;0;0;0;0;43;0;25;16;8;0;0;1;0;0
FALSE;0;0;82;21;81;100;340;3;0;0;0;0;48;0;44;84;8;0;0;1;0;0
FALSE;0;0;70;30;47;100;142;2;0;0;0;0;55;0;19;16;8;0;0;1;0;0
FALSE;0;0;72;57;75;95;294;0;0;0;0;0;91;46;62;21;6;0;0;0;0;0
FALSE;0;0;74;70;72;100;158;0;0;0;0;0;63;0;41;27;8;0;0;1;0;0
FALSE;0;0;61;28;61;89;190;0;0;0;0;0;55;10;14;45;6;0;0;0;0;0
FALSE;0;0;64;28;55;78;153;0;0;0;0;0;71;7;22;9;4;0;0;0;0;0
FALSE;0;0;75;13;21;94;61;1;0;0;0;0;53;0;29;17;7;0;0;1;0;0
FALSE;0;0;73;37;83;100;188;0;0;0;0;0;75;0;42;32;8;0;0;1;0;0
FALSE;0;0;77;23;51;100;115;0;0;0;0;0;64;0;26;31;8;0;0;1;0;0
FALSE;0;0;88;17;119;100;193;2;0;0;0;0;75;0;33;14;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;83;4;100;92;198;2;0;0;0;0;75;41;68;25;5;0;0;0;0;0
FALSE;0;0;73;38;83;95;138;0;0;0;0;0;43;17;10;20;4;0;0;0;0;0
FALSE;0;0;72;15;81;100;264;3;0;0;0;0;50;0;21;44;8;0;0;1;0;0
FALSE;0;0;78;71;109;100;246;0;0;0;0;0;43;0;40;15;8;0;0;1;0;0
FALSE;0;0;77;11;139;100;383;2;0;0;0;0;79;0;13;38;8;0;0;1;0;0
FALSE;0;0;69;81;99;100;180;3;0;0;0;0;78;0;20;19;8;0;0;1;0;0
FALSE;0;0;82;2;87;97;194;0;0;0;0;0;44;66;21;34;5;0;0;0;0;0
FALSE;0;0;70;71;66;97;217;2;0;0;0;0;82;49;52;33;6;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;56;86;28;88;72;2;0;0;0;0;100;41;25;8;2;0;0;0;0;0
FALSE;0;0;84;14;56;100;163;0;0;0;0;0;46;0;17;36;8;0;0;1;0;0
FALSE;0;0;85;5;85;100;251;1;0;0;0;0;42;0;41;29;8;0;0;1;0;0
FALSE;0;0;82;24;85;100;181;0;0;0;0;0;57;0;33;12;8;0;0;1;0;0
FALSE;0;0;65;62;77;98;268;1;0;0;0;0;83;49;24;42;2;0;0;0;0;0
FALSE;0;0;81;17;74;100;198;0;0;0;0;0;63;0;64;33;7;0;0;1;0;0
FALSE;0;0;89;0;110;100;342;0;0;0;0;0;0;0;63;8;8;0;0;1;0;0
FALSE;0;0;62;66;69;96;132;2;0;0;0;0;88;52;41;27;6;0;0;0;0;0
FALSE;0;0;59;72;70;63;279;1;0;0;0;0;86;7;25;8;6;0;0;0;0;0
FALSE;0;0;72;18;32;100;55;0;0;0;0;0;71;0;48;21;8;0;0;1;0;0
FALSE;0;0;66;48;42;100;76;2;0;0;0;0;80;0;38;8;8;0;0;1;0;0
FALSE;0;0;72;47;79;85;216;0;0;0;0;0;56;40;41;27;2;0;0;0;0;0
FALSE;0;0;85;37;106;100;142;0;0;0;0;0;100;0;0;4;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;75;88;92;100;183;0;0;0;0;0;93;0;27;22;8;0;0;1;0;0
FALSE;0;0;58;57;61;71;132;1;0;0;0;0;83;2;29;14;4;0;0;0;0;0
FALSE;0;0;74;75;75;100;183;4;0;0;0;0;88;0;31;13;8;0;0;1;0;0
FALSE;0;0;75;47;101;96;325;0;0;0;0;0;89;65;63;24;6;0;0;0;0;0
FALSE;0;0;62;20;60;79;161;1;0;0;0;0;47;4;16;19;5;0;0;0;0;0
FALSE;0;0;76;69;80;100;306;2;0;0;0;0;88;0;68;22;8;0;0;1;0;0
FALSE;0;0;66;104;36;100;121;3;0;0;0;0;100;0;29;7;8;0;0;1;0;0
FALSE;0;0;54;69;21;92;50;1;0;0;0;0;100;3;42;12;6;0;0;0;0;0
FALSE;0;0;52;92;87;84;169;3;0;0;0;0;83;5;32;37;6;0;0;0;0;0
FALSE;0;0;70;10;96;59;206;2;0;0;0;0;50;11;41;22;5;0;0;0;0;0
FALSE;0;0;69;51;111;71;257;1;0;0;0;0;80;0;43;14;5;0;0;0;0;0
FALSE;0;0;90;10;81;100;246;0;0;0;0;0;50;0;11;9;8;0;0;1;0;0
FALSE;0;0;85;7;56;100;151;0;0;0;0;0;60;0;25;21;8;0;0;1;0;0
FALSE;0;0;64;58;71;92;164;3;0;0;0;0;67;7;38;26;6;0;0;0;0;0
FALSE;0;0;72;2;100;82;184;0;0;0;0;0;60;1;18;5;6;0;0;0;0;0
FALSE;0;0;61;92;78;93;125;1;0;0;0;0;100;9;76;29;6;0;0;0;0;0
FALSE;0;0;58;95;66;85;184;3;0;0;0;0;100;22;44;57;5;0;0;0;0;0
FALSE;0;0;70;29;71;96;298;2;0;0;0;0;36;81;13;47;6;0;0;0;0;0
FALSE;0;0;72;4;44;100;131;0;0;0;0;0;86;0;47;18;8;0;0;1;0;0
FALSE;0;0;76;12;91;91;172;2;0;0;0;0;25;34;23;22;6;0;0;0;0;0
FALSE;0;0;63;76;84;82;405;0;0;0;0;0;80;57;35;17;5;0;0;0;0;0
FALSE;0;0;61;31;70;89;178;0;0;0;0;0;86;4;52;27;6;0;0;0;0;0
FALSE;0;0;81;6;41;100;101;2;0;0;0;0;83;0;42;12;8;0;0;1;0;0
FALSE;0;0;86;1;75;100;153;2;0;0;0;0;11;0;0;11;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;88;1;87;100;170;1;0;0;0;0;67;0;29;15;8;0;0;1;0;0
FALSE;0;0;71;44;65;95;196;0;0;0;0;0;78;3;47;20;6;0;0;0;0;0
FALSE;0;0;79;20;64;100;106;2;0;0;0;0;50;0;38;16;8;0;0;1;0;0
FALSE;0;0;74;26;77;100;192;0;0;0;0;0;60;0;11;28;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;70;19;124;96;0;3;0;0;0;0;54;76;32;0;6;1;0;0;0;0
TRUE;0;0;73;49;47;92;140;1;0;0;0;0;75;46;33;12;6;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;70;51;109;71;0;0;0;0;0;0;83;41;65;17;2;1;0;0;0;0
FALSE;0;0;79;42;77;100;181;3;0;0;0;0;78;0;43;21;8;0;0;1;0;0
FALSE;0;0;72;50;164;100;519;1;0;0;0;0;67;0;22;35;8;0;0;1;0;0
FALSE;0;0;82;12;82;100;189;1;0;0;0;0;44;0;44;16;8;0;0;1;0;0
FALSE;0;0;65;76;76;88;206;1;0;0;0;0;100;6;69;26;6;0;0;0;0;0
FALSE;0;0;72;28;26;100;79;1;0;0;0;0;69;0;27;15;8;0;0;1;0;0
FALSE;0;0;86;11;125;100;360;0;0;0;0;0;55;0;15;20;8;0;0;1;0;0
FALSE;0;0;61;73;64;89;289;2;0;0;0;0;57;8;39;18;6;0;0;0;0;0
FALSE;0;0;81;16;103;100;206;0;0;0;0;0;61;0;52;34;7;0;0;1;0;0
FALSE;0;0;68;66;37;100;166;5;0;0;0;0;67;0;25;16;8;0;0;1;0;0
FALSE;0;0;87;1;78;100;257;1;0;0;0;0;38;0;39;18;8;0;0;1;0;0
FALSE;0;0;85;1;71;100;176;4;0;0;0;0;50;0;34;32;7;0;0;1;0;0
FALSE;0;0;64;69;49;88;120;1;0;0;0;0;78;25;44;16;4;0;0;0;0;0
FALSE;0;0;62;30;81;74;197;1;0;0;0;0;50;3;22;18;3;0;0;0;0;0
FALSE;0;0;71;42;58;100;129;4;0;0;0;0;60;0;38;39;8;0;0;1;0;0
FALSE;0;0;60;36;53;74;199;1;0;0;0;0;70;2;17;23;6;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;72;2;71;82;389;2;0;0;0;0;75;8;64;11;5;0;0;0;0;0
FALSE;0;0;56;31;62;70;131;2;0;0;0;0;69;10;45;33;5;0;0;0;0;0
FALSE;0;0;89;5;90;100;199;0;0;0;0;0;75;0;62;26;8;0;0;1;0;0
FALSE;0;0;78;24;81;100;166;1;0;0;0;0;50;0;28;18;8;0;0;1;0;0
FALSE;0;0;70;28;79;98;252;7;0;0;0;0;40;24;32;56;6;0;0;0;0;0
FALSE;0;0;67;65;23;100;171;1;0;0;0;0;79;0;13;23;8;0;0;1;0;0
FALSE;0;0;70;16;136;91;460;5;0;0;0;0;75;23;50;44;5;0;0;0;0;0
FALSE;0;0;63;91;44;98;99;2;0;0;0;0;94;0;48;48;7;0;0;1;0;0
FALSE;0;0;81;18;79;100;230;1;0;0;0;0;57;0;25;24;8;0;0;1;0;0
FALSE;0;0;74;29;87;95;176;2;0;0;0;0;50;19;38;21;6;0;0;0;0;0
FALSE;0;0;59;124;78;76;146;1;0;0;0;0;100;13;41;17;5;0;0;0;0;0
FALSE;0;0;83;18;90;100;265;1;0;0;0;0;75;0;18;17;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;58;81;81;89;258;3;0;0;0;0;92;9;33;18;6;0;0;0;0;0
FALSE;0;0;59;66;9;100;15;1;0;0;0;0;63;0;25;8;8;0;0;1;0;0
FALSE;0;0;77;43;49;100;81;3;0;0;0;0;86;0;39;13;8;0;0;1;0;0
FALSE;0;0;63;0;35;83;78;1;0;1;0;0;100;4;67;6;6;0;0;0;0;0
FALSE;0;0;90;2;85;100;320;0;0;0;0;0;67;0;25;8;8;0;0;1;0;0
FALSE;0;0;69;36;105;90;209;2;0;0;0;0;63;28;24;6;6;0;0;0;0;0
FALSE;0;0;62;13;59;81;135;10;0;0;0;0;100;4;81;16;6;0;0;0;0;0
FALSE;0;0;74;0;28;100;47;0;0;1;0;0;100;0;43;7;8;0;0;1;0;0
FALSE;0;0;59;78;79;92;200;1;0;0;0;0;86;4;38;31;4;0;0;0;0;0
FALSE;0;0;54;61;147;73;424;4;0;0;0;0;89;19;27;12;2;0;0;0;0;0
FALSE;0;0;69;0;107;79;375;0;0;0;0;0;50;49;37;8;5;0;0;0;0;0
FALSE;0;0;65;85;121;78;154;0;0;0;0;0;100;16;33;5;2;0;0;0;0;0
FALSE;0;0;65;43;51;80;145;1;0;0;0;0;100;58;50;15;2;0;0;0;0;0
FALSE;0;0;64;51;69;89;199;2;0;0;0;0;67;18;20;20;6;0;0;0;0;0
FALSE;0;0;61;10;70;74;115;3;0;0;0;0;56;9;21;19;4;0;0;0;0;0
FALSE;0;0;78;0;54;100;110;3;0;0;0;0;50;0;52;27;8;0;0;1;0;0
FALSE;0;0;60;70;124;97;410;2;0;0;0;0;83;20;25;32;6;0;0;0;0;0
FALSE;0;0;70;59;76;100;270;0;0;0;0;0;54;0;7;14;8;0;0;1;0;0
FALSE;0;0;58;53;87;70;210;1;0;0;0;0;77;1;35;23;6;0;0;0;0;0
FALSE;0;0;79;0;83;89;201;0;0;0;0;0;33;37;44;18;6;0;0;0;0;0
FALSE;0;0;86;25;67;100;170;0;0;0;0;0;40;0;27;15;8;0;0;1;0;0
FALSE;0;0;87;41;120;100;42;0;0;0;0;0;50;0;33;12;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;74;15;102;100;311;2;0;0;0;0;48;0;20;41;8;0;0;1;0;0
FALSE;0;0;78;52;81;100;191;1;0;0;0;0;86;0;45;30;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;78;0;72;94;132;0;0;0;0;0;40;47;59;17;6;0;0;0;0;0
FALSE;0;0;89;10;137;100;344;1;0;0;0;0;63;0;25;20;8;0;0;1;0;0
FALSE;0;0;76;14;75;96;150;2;0;0;0;0;42;30;22;27;6;0;0;0;0;0
FALSE;0;0;87;0;121;86;328;0;0;0;0;0;0;43;14;7;6;0;0;0;0;0
FALSE;0;0;76;52;81;100;165;1;0;0;0;0;78;0;61;23;8;0;0;1;0;0
FALSE;0;0;77;19;71;100;173;0;0;0;0;0;50;0;31;42;8;0;0;1;0;0
FALSE;0;0;62;44;9;100;134;2;0;0;0;0;57;0;13;15;8;0;0;1;0;0
FALSE;0;0;77;4;89;94;267;0;0;0;0;0;50;45;29;35;6;0;0;0;0;0
FALSE;0;0;73;26;57;95;131;0;0;0;0;0;100;80;19;21;6;0;0;0;0;0
FALSE;0;0;67;60;122;88;332;0;0;0;0;0;77;23;55;33;5;0;0;0;0;0
FALSE;0;0;72;40;91;94;270;0;0;0;0;0;57;22;8;36;6;0;0;0;0;0
FALSE;0;0;74;93;85;100;254;1;0;0;0;0;100;0;50;10;8;0;0;1;0;0
FALSE;0;0;59;2;113;83;404;1;0;0;0;0;44;3;28;29;2;0;0;0;0;0
FALSE;0;0;68;29;66;85;133;0;0;0;0;0;100;0;69;13;6;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;57;23;164;85;361;0;0;0;0;0;73;14;27;19;2;0;0;0;0;0
FALSE;0;0;89;5;194;100;441;0;0;0;0;0;43;0;25;13;8;0;0;1;0;0
FALSE;0;0;63;42;88;94;252;2;0;0;0;0;57;5;17;18;6;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;86;10;117;100;257;0;0;0;0;0;71;0;45;29;7;0;0;1;0;0
FALSE;0;0;85;9;106;100;375;0;0;0;0;0;36;0;21;28;8;0;0;1;0;0
FALSE;0;0;59;15;55;98;90;2;0;0;0;0;60;3;33;22;6;0;0;0;0;0
FALSE;0;0;55;36;85;78;289;2;0;0;0;0;77;3;30;24;6;0;0;0;0;0
FALSE;0;0;76;25;79;93;203;0;0;0;0;0;80;69;29;14;6;0;0;0;0;0
FALSE;0;0;85;13;74;100;123;1;0;0;0;0;100;0;43;5;8;0;0;1;0;0
FALSE;0;0;69;35;52;97;218;5;0;0;0;0;70;54;41;29;6;0;0;0;0;0
FALSE;0;0;87;5;83;100;182;0;0;0;0;0;47;0;35;13;8;0;0;1;0;0
FALSE;0;0;76;13;38;94;82;1;0;0;0;0;36;0;31;16;6;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;67;42;53;100;204;0;0;0;0;0;54;0;42;40;8;0;0;1;0;0
FALSE;0;0;78;9;80;90;306;1;0;0;0;0;64;13;40;20;6;0;0;0;0;0
FALSE;0;0;78;19;41;100;156;3;0;0;0;0;71;0;38;13;8;0;0;1;0;0
FALSE;0;0;73;21;50;100;167;1;0;0;0;0;47;0;34;17;8;0;0;1;0;0
FALSE;0;0;70;22;81;98;209;0;0;0;0;0;55;60;16;56;6;0;0;0;0;0
FALSE;0;0;64;61;22;100;51;0;0;0;0;0;100;0;25;24;8;0;0;1;0;0
FALSE;0;0;79;15;79;96;180;0;0;0;0;0;73;56;4;32;5;0;0;0;0;0
FALSE;0;0;85;7;90;100;322;0;0;0;0;0;42;0;10;39;8;0;0;1;0;0
FALSE;0;0;82;18;71;100;163;0;0;0;0;0;55;0;29;28;8;0;0;1;0;0
FALSE;0;0;66;82;121;93;252;5;0;0;0;0;67;21;52;29;6;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;78;50;91;100;132;1;0;0;0;0;67;0;37;11;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;75;9;48;100;112;0;0;0;0;0;50;0;21;31;8;0;0;1;0;0
FALSE;0;0;65;66;49;100;140;0;0;0;0;0;100;0;58;12;8;0;0;1;0;0
FALSE;0;0;72;39;79;100;348;0;0;0;0;0;67;0;31;36;8;0;0;1;0;0
FALSE;0;0;80;0;122;100;342;3;0;0;0;0;43;0;28;39;8;0;0;1;0;0
FALSE;0;0;62;43;23;86;42;3;0;0;0;0;90;12;21;14;6;0;0;0;0;0
FALSE;0;0;77;8;51;100;268;0;0;0;0;0;100;0;0;18;8;0;0;1;0;0
FALSE;0;0;75;13;105;82;212;1;0;0;0;0;100;21;45;11;6;0;0;0;0;0
FALSE;0;0;73;19;128;95;305;0;0;0;0;0;69;8;39;38;3;0;0;0;0;0
FALSE;0;0;71;7;79;67;331;2;0;0;0;0;60;9;33;15;5;0;0;0;0;0
FALSE;0;0;76;20;137;97;214;1;0;0;0;0;71;18;25;36;6;0;0;0;0;0
FALSE;0;0;80;18;93;97;104;0;0;0;0;0;46;36;23;6;6;0;0;0;0;0
FALSE;0;0;87;4;46;100;130;0;0;0;0;0;40;0;12;26;8;0;0;1;0;0
FALSE;0;0;54;94;74;65;190;0;0;0;0;0;100;1;48;23;6;0;0;0;0;0
FALSE;0;0;72;63;69;100;228;2;0;0;0;0;78;0;38;16;8;0;0;1;0;0
FALSE;0;0;71;36;53;85;132;1;0;0;0;0;100;23;46;13;5;0;0;0;0;0
FALSE;0;0;65;0;63;80;120;5;0;1;0;0;100;18;80;10;5;0;0;0;0;0
FALSE;0;0;61;80;57;88;138;0;0;0;0;0;88;46;58;24;6;0;0;0;0;0
FALSE;0;0;63;10;87;100;207;2;0;0;0;0;46;0;20;20;8;0;0;1;0;0
FALSE;0;0;81;1;112;95;345;0;0;0;0;0;45;0;41;22;6;0;0;1;0;0
FALSE;0;0;85;0;63;100;177;0;0;0;0;0;56;0;27;11;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;72;29;16;100;0;0;0;0;0;0;67;0;50;6;8;1;0;1;0;0
FALSE;0;0;90;7;119;95;0;0;0;0;0;0;56;0;19;0;7;1;0;1;0;0
FALSE;0;0;70;7;165;95;150;3;0;0;0;0;46;1;37;10;6;0;0;0;0;0
FALSE;0;0;75;24;12;100;40;0;0;0;0;0;100;0;67;6;8;0;0;1;0;0
FALSE;0;0;61;60;101;83;189;4;0;0;0;0;71;6;39;18;6;0;0;0;0;0
FALSE;0;0;74;49;75;92;283;2;0;0;0;0;100;38;77;13;5;0;0;0;0;0
FALSE;0;0;61;30;74;89;140;1;0;0;0;0;100;4;59;37;2;0;0;0;0;0
FALSE;0;0;85;22;97;100;0;1;0;0;0;0;100;0;9;0;8;1;0;1;0;0
FALSE;0;0;87;19;110;100;210;0;0;0;0;0;60;0;50;10;8;0;0;1;0;0
FALSE;0;0;88;10;89;100;233;0;0;0;0;0;57;0;25;12;8;0;0;1;0;0
FALSE;0;0;68;66;85;100;178;7;0;0;0;0;100;0;43;22;8;0;0;1;0;0
FALSE;0;0;62;68;45;93;84;11;0;0;0;0;87;31;60;30;6;0;0;0;0;0
FALSE;0;0;76;0;68;94;147;4;0;0;0;0;50;26;49;35;6;0;0;0;0;0
FALSE;0;0;72;4;77;73;113;2;0;0;0;0;60;36;15;26;2;0;0;0;0;0
FALSE;0;0;69;46;27;88;51;2;0;0;0;0;80;0;50;8;7;0;0;1;0;0
FALSE;0;0;76;46;81;100;232;1;0;0;0;0;75;0;35;20;8;0;0;1;0;0
FALSE;0;0;82;11;52;100;190;0;0;0;0;0;47;0;23;26;8;0;0;1;0;0
FALSE;0;0;60;59;74;95;349;3;0;0;0;0;73;4;58;19;4;0;0;0;0;0
FALSE;0;0;63;74;68;91;189;0;0;0;0;0;69;34;43;23;5;0;0;0;0;0
FALSE;0;0;69;8;85;90;132;0;0;0;0;0;70;10;25;20;6;0;0;0;0;0
FALSE;0;0;89;15;71;100;290;0;0;0;0;0;33;0;0;29;8;0;0;1;0;0
FALSE;0;0;69;35;69;100;196;1;0;0;0;0;50;0;30;31;8;0;0;1;0;0
FALSE;0;0;63;62;50;81;326;2;0;0;0;0;50;24;44;16;2;0;0;0;0;0
FALSE;0;0;75;17;94;98;294;2;0;0;0;0;61;0;35;40;6;0;0;1;0;0
FALSE;0;0;76;20;49;100;94;4;0;0;0;0;40;0;33;30;8;0;0;1;0;0
FALSE;0;0;74;55;58;96;151;0;0;0;0;0;58;80;33;24;6;0;0;0;0;0
FALSE;0;0;60;40;87;93;0;2;0;0;0;0;94;2;7;0;6;1;0;0;0;0
FALSE;0;0;69;97;77;100;231;5;0;0;0;0;100;0;14;70;8;0;0;1;0;0
FALSE;0;0;65;25;91;91;302;0;0;0;0;0;67;11;44;45;2;0;0;0;0;0
FALSE;0;0;66;67;17;100;28;2;0;0;0;0;100;0;60;5;8;0;0;1;0;0
FALSE;0;0;76;59;62;100;110;0;0;0;0;0;83;0;53;32;8;0;0;1;0;0
FALSE;0;0;71;11;56;93;106;1;0;0;0;0;45;7;30;30;6;0;0;0;0;0
FALSE;0;0;69;30;79;100;207;1;0;0;0;0;57;0;73;22;8;0;0;1;0;0
FALSE;0;0;57;50;67;96;132;5;0;0;0;0;81;6;55;14;6;0;0;0;0;0
FALSE;0;0;71;19;126;84;392;0;0;0;0;0;60;9;79;19;5;0;0;0;0;0
FALSE;0;0;69;45;89;100;345;0;0;0;0;0;65;0;19;31;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;70;53;68;94;188;1;0;0;0;0;80;17;47;17;2;0;0;0;0;0
FALSE;0;0;78;5;57;100;112;2;0;0;0;0;67;0;33;41;8;0;0;1;0;0
FALSE;0;0;84;32;77;100;133;2;0;0;0;0;60;0;38;32;7;0;0;1;0;0
FALSE;0;0;65;91;35;93;132;6;0;0;0;0;89;0;61;28;7;0;0;1;0;0
FALSE;0;0;72;20;76;100;154;2;0;0;0;0;48;0;13;12;8;0;0;1;0;0
FALSE;0;0;56;29;27;97;58;1;0;0;0;0;50;1;15;33;6;0;0;0;0;0
FALSE;0;0;92;1;137;100;325;0;0;0;0;0;38;0;31;16;8;0;0;1;0;0
FALSE;0;0;89;2;99;100;490;0;0;0;0;0;57;0;39;18;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;68;65;68;100;210;2;0;0;0;0;67;0;31;26;8;0;0;1;0;0
FALSE;0;0;85;1;71;100;141;0;0;0;0;0;44;0;21;16;8;0;0;1;0;0
FALSE;0;0;83;25;45;100;130;2;0;0;0;0;44;0;44;16;8;0;0;1;0;0
FALSE;0;0;78;43;54;100;92;0;0;0;0;0;63;0;14;16;8;0;0;1;0;0
FALSE;0;0;80;3;40;100;98;1;0;0;0;0;40;0;27;30;8;0;0;1;0;0
FALSE;0;0;59;46;40;85;80;2;0;0;0;0;100;2;69;13;3;0;0;0;0;0
FALSE;0;0;74;3;51;97;149;3;0;0;0;0;19;20;15;33;5;0;0;0;0;0
FALSE;0;0;68;41;64;90;135;0;0;0;0;0;82;12;52;21;5;0;0;0;0;0
FALSE;0;0;67;68;43;100;169;3;0;0;0;0;82;0;16;28;8;0;0;1;0;0
FALSE;0;0;89;0;118;100;323;0;0;0;0;0;50;0;40;15;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;73;47;81;100;167;4;0;0;0;0;73;0;38;29;8;0;0;1;0;0
FALSE;0;0;60;76;46;94;86;1;0;0;0;0;90;43;63;16;6;0;0;0;0;0
FALSE;0;0;50;13;63;59;130;0;0;0;0;0;88;1;12;17;2;0;0;0;0;0
FALSE;0;0;59;64;54;82;172;0;0;0;0;0;55;0;47;17;6;0;0;0;0;0
FALSE;0;0;72;6;57;97;188;3;0;0;0;0;65;34;56;36;6;0;0;0;0;0
FALSE;0;0;56;0;46;50;58;6;0;1;0;0;100;2;100;2;6;0;0;0;0;0
